"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_10","area_sentinel_id_7","area_sentinel_id_9"
"2",4.8,"P","2",162.847106933594,92.8125,0.5246,"1",865874.928734193,0,0
"1",54,"K","1",61.1709747314453,73.395335,0.9288,"1",332657.349032152,16833.3333333333,28116.4251761472
"1",27,"P","2",186.07568359375,86.601589,0.9718,"1",245005.460868981,21783.2360313102,0
"1",19,"P","2",26.077356338501,33.9461,4.558,"3",320017.489161654,166101.030132668,43233.4767192602
"1",6,"K/Ka","1",54.3034019470215,20.66434,2.15,"3",247817.38703081,0,20700
"1",23.7,"P","2",53.7304649353027,92.8125,0.9288,"1",0.00672595439633975,0,0
"1",4.5,"P","2",19.5625686645508,55.59852,3.483,"2",303525.928723808,92847.8704178046,844.257957672623
"1",5.1,"K/Ka","2",132.918365478516,22.5938,2.236,"1",240946.142403768,0,20571.9935747329
"1",1.5,"K","2",138.838607788086,83.38128,0.387,"1",16218.8454935327,0,0
"1",20.71,"P","2",103.361869812012,66.5625,0.817,"2",0,0,8197.08114159293
"1",9.5,"P","2",144.569946289062,92.8125,0.8686,"1",0,87124.6456492156,0
"2",5.3,"P","2",195.775451660156,66.5625,1.032,"2",669470.994205197,5400,0
"1",12.1,"P","2",58.4241371154785,92.8125,2.064,"1",650649.06765695,37519.7502162036,3833.33333333333
"2",3,"P","2",249.96614074707,92.8125,1.677,"1",803470.606530728,100,733.333333333333
"2",2,"P","2",83.2817153930664,92.8125,2.064,"1",80222.3764184553,19990.0888608691,10941.7431219559
"1",15,"P","2",210.108245849609,16.80542,1.634,"3",66929.637101003,633.333333333333,28802.0934317106
"1",19.22,"P","2",58.4552192687988,92.8125,0.9288,"1",155747.23202349,11722.0036009792,4800.02608620919
"2",15,"P","2",169.900573730469,92.8125,2.064,"1",686895.238723866,27100,1866.66666666667
"1",11.1,"P","2",136.514465332031,50.058831,1.935,"2",306466.056693916,38635.5304692561,0
"1",15,"P","3",407.451568603516,48.97503,14.706,"3",33.3333333333333,0,0
"1",26.7,"P","2",204.760864257812,92.8125,0.5246,"1",1604907.46885305,0,0
"1",18.77,"P","2",94.8674011230469,38.6782,1.72,"2",2247.10047949726,2066.66666666667,33.3333333333333
"1",7,"P","3",39.2861022949219,37.88074,5.59,"2",10266.6666666667,46907.3607679347,386.054031860355
"1",35,"P","2",72.6735153198242,55.04067,1.634,"2",301657.451565385,72245.4978990524,9054.41168495454
"1",21,"K","2",102.004936218262,20.66434,2.15,"3",358094.047704998,4433.33333333333,0
"2",26,"P","3",206.557861328125,17.77015,1.548,"3",485781.128079915,0,10058.5698485374
"1",5.6,"P","3",143.186782836914,66.35631,1.548,"1",96766.3355522323,10533.3333333333,13878.5708978772
"2",3,"P","2",181.633178710938,92.8125,1.677,"1",76901.0558294141,0,0
"2",8.75,"P","3",197.835357666016,27.492265,1.548,"2",715144.0216669,200,22631.4656770051
"1",3,"P","2",91.1084518432617,19.69961,3.354,"3",147202.600822611,0,213.157644619544
"1",14.06,"P","2",51.5119094848633,55.67504,1.032,"2",585545.51333526,17342.351660632,2266.66666666667
"1",4.97,"P","2",61.7068939208984,55.59852,3.483,"2",91009.3196840142,141072.12227295,1766.66666666667
"1",16,"K","1",35.1573181152344,11.741154,0.774,"3",9609.00832556557,220546.707931631,24219.938841499
"1",66.15,"P","2",188.292098999023,85.78128,1.806,"1",209818.854416276,9133.33333333333,0
"1",2,"P","2",83.2295227050781,37.88074,5.59,"2",355280.429443131,53311.4857319907,3366.66666666667
"1",23,"P","2",184.500869750977,92.8125,0.8686,"1",484635.971491701,41410.0670782849,133.333333333333
"1",10.2,"K","2",91.9598922729492,15.8843,2.064,"1",401856.993196625,51921.6213403259,0
"1",13.07,"P","2",250.784423828125,92.8125,2.838,"1",29977.0511919506,0,0
"2",7,"P","2",193.28678894043,27.54695,3.225,"2",996272.816794352,0,0
"2",2.15,"P","3",133.704559326172,45.000075,4.515,"2",874517.526491318,2433.33333333333,9469.21550600479
"1",2.4,"P","2",217.400466918945,72.88128,1.806,"1",196853.09569653,0,38166.6666666667
"1",46,"P","3",103.332221984863,29.69186,5.719,"1",468051.597585421,5081.6602127789,70833.3333333333
"1",16.9,"P","3",196.896865844727,58.48131,1.29,"2",0,0,0
"1",15,"P","1",192.3779296875,46.225085,1.161,"2",645058.407101258,0,1141.94356114128
"1",23.5,"P","3",184.859405517578,19.74599,2.666,"2",904792.708660753,133.333333333333,22813.9905099136
"1",4.4,"P","3",212.519256591797,34.440725,1.677,"2",764460.322080924,833.333333333333,233.333333333333
"2",6.7,"P","2",161.997375488281,55.36254,1.634,"2",174369.377874886,1910.13145024578,58900
"1",38,"P","2",183.094741821289,92.8125,0.5246,"1",817467.654658471,6533.33333333333,0
"2",14.6,"P","2",125.033569335938,22.5938,3.225,"2",149908.002832054,5315.70463975271,15033.3333333333
"2",21,"P","1",217.611480712891,29.48633,1.1352,"1",452761.875321526,0,233.333333333333
"2",20,"P","2",136.586990356445,92.8125,1.892,"1",375093.876397132,17321.6102944997,3800
"1",5,"K","1",47.7058601379395,14.21438,3.44,"2",200,78058.4854807899,18474.090546258
"1",64,"K/Ka","2",114.27237701416,28.9063,1.935,"2",524886.608552567,27312.3289326827,0
"1",16.65,"K/Ka","2",124.448059082031,22.5938,2.236,"1",38848.2531974309,44.7521320544183,13918.6884433982
"1",4.5,"P","2",44.1471176147461,37.88074,5.59,"2",106627.044965765,34886.6042389961,13970.1326682532
"1",20,"P","2",64.999137878418,92.8125,0.7826,"1",532962.223603611,59248.5742232529,14510.1464400689
"2",12,"K","1",116.781089782715,15.04934,1.118,"2",214650.694137098,3966.66666666667,32126.1201694608
"1",30.4,"P","2",160.909210205078,20.66434,2.15,"3",121226.043987634,0,6975.55521282678
"2",2.2,"P","2",200.208740234375,92.8125,1.677,"1",1086410.74422813,0,0
"1",16.2,"P","2",166.454315185547,42.4376,2.322,"2",891494.631505536,5852.10156909501,0
"2",15,"K","1",112.205749511719,70.09848,1.376,"2",581825.072510138,0,0
"1",37.5,"P","2",57.0081901550293,92.8125,0.774,"1",52331.7035336787,137085.207934876,46396.6001930564
"1",39,"P","2",75.4924011230469,92.8125,0.8686,"1",454583.768258084,21760.4140782612,0
"1",1.4,"P","2",73.3718872070312,46.65558,0.86,"2",321021.975239194,7738.36633528117,27200.9460397065
"2",3,"P","2",59.185619354248,83.057849,1.9178,"1",209144.078340534,181626.546067152,40971.3119733147
"1",20,"P","2",170.291580200195,89.7375,0.946,"1",416639.041685046,11958.0106907466,133.333333333333
"1",12.65,"K/Ka","1",46.3136253356934,20.2530333333333,0.43,"1",18152.3992707022,8233.33333333333,6409.86067652702
"2",7,"P","2",175.917175292969,89.7375,0.946,"1",446163.362484674,0,0
"2",3.97,"P","2",179.856002807617,92.8125,2.064,"1",649894.640358575,376.508982976278,22172.4941256068
"1",11.5,"P","2",215.604736328125,16.80542,1.634,"3",44671.9190755238,600,11366.6666666667
"1",4,"P","2",57.6811447143555,71.831295,2.279,"2",71916.6927027271,23087.6099457343,185859.301640932
"1",10.36,"P","2",107.488334655762,15.04934,1.118,"2",261254.082557241,15800,3533.33333333333
"1",35,"P","2",117.874168395996,89.7375,0.946,"1",1162505.70761092,2246.1541245381,0
"1",4.75,"P","3",233.633056640625,72.193776,2.1328,"1",54965.9885480631,0,0
"1",17,"P","2",148.831314086914,86.601589,0.9718,"1",234861.86391192,2233.33333333333,84269.0885771299
"1",6.82,"P","2",114.18009185791,21.77217,2.494,"3",18699.1963217903,1542.78258432945,6044.72436398889
"2",4.4,"P","2",50.8321914672852,31.9438,1.505,"1",101176.514908122,16667.1490944612,3166.66666666667
"2",3.68,"P","2",174.526397705078,92.8125,2.064,"1",570445.040771925,800,9109.65224636214
"1",6.95,"P","2",66.1051559448242,92.8125,0.946,"1",74494.3120011467,3664.28617531492,6347.55313739442
"2",11.03,"P","2",77.929801940918,90.46876,1.118,"1",63977.9669112245,0,0
"2",5.2,"P","2",17.9817924499512,84.023475,1.29,"1",317086.145104093,26402.4404652939,81719.6777671576
"1",18.1,"P","2",32.9651832580566,92.8125,0.9288,"1",11966.6666666667,90756.0620150645,5500
"1",1.9,"P","3",195.467498779297,64.83756,2.5542,"1",465985.874399367,3633.33333333333,10643.1316333512
"2",4.5,"K","1",55.608699798584,22.5938,1.204,"2",115199.628038407,2166.66666666667,186598.176818082
"2",6,"P","2",83.2150421142578,73.490675,0.387,"1",4185.89478308956,37233.3333333333,88535.865123797
"1",35,"K/Ka","2",115.640975952148,12.9465,1.548,"1",15233.3333333333,19298.879913489,27558.8721489068
"1",16,"K/P","2",107.03978729248,92.8125,2.6316,"1",396858.130591689,33.3333333333333,35394.4434041303
"1",8.2,"P","2",146.088104248047,79.96252,1.419,"2",5516.53875550255,17116.7298225065,5077.94015669885
"2",7,"P","2",214.561996459961,92.8125,1.72,"1",581067.68722832,63585.6117033429,27862.3040176307
"1",7.1,"P","2",109.476951599121,92.8125,0.5246,"1",963060.400715252,7700,0
"1",1.75,"K","1",305.071746826172,72.193776,2.1328,"1",0,0,0
"2",7,"P","2",178.486068725586,89.7375,0.946,"1",810136.46748016,5385.69686648746,0
"1",33.2,"K/Ka","2",83.7760772705078,15.04934,1.118,"2",185562.205387351,6266.66666666667,3115.2677106671
"1",23,"P","2",176.605377197266,86.601589,0.9718,"1",160513.991257242,2472.32585313419,0
"2",2,"P","2",218.040588378906,66.52503,1.892,"1",969387.17270765,3100,60630.6375558876
"1",8.01,"P","2",125.129722595215,15.8843,2.15,"2",522267.430266972,13532.0748701692,15000
"1",61.7,"P","2",73.4694900512695,60.09349,0.774,"2",615053.633778315,106651.491647389,87293.6310463507
"2",11.25,"P","2",248.782135009766,55.36254,1.634,"2",1204170.53685796,0,66.6666666666667
"1",3.1,"P","2",149.072158813477,84.95315,0.946,"1",2600,93278.0500389655,9200
"1",3.5,"P","3",199.909378051758,64.83756,2.5542,"1",491212.244151668,33.3333333333333,19605.7494774912
"1",15.6,"P","2",100.451240539551,50.058831,1.935,"2",131365.558049471,98822.9796392339,24268.1573212113
"1",5,"P","2",20.2237815856934,14.21438,3.44,"2",174602.057533485,18085.0206500751,1423.04501410884
"1",2.1,"P","3",172.420791625977,20.52023,2.064,"1",406015.055571134,6889.15744870901,19709.1258493058
"1",6.7,"P","2",199.622680664062,13.1011,4.902,"2",619550.579299576,20766.6666666667,6266.66666666667
"2",17.1,"P","2",65.9616012573242,77.0938,0.774,"1",157659.67892488,33.3333333333333,42564.375235637
"1",10,"P","2",197.601043701172,92.8125,1.806,"1",12938.9111713584,0,372.91645941635
"1",6.7,"P","2",120.565284729004,20.66434,2.15,"3",144405.190174721,4728.65720192591,27193.3042621958
"2",39,"K/Ka","2",39.4690132141113,15.097836,1.548,"2",9731.91200142325,6191.84315524593,970.031310680012
"1",43,"P","2",198.276153564453,17.36972,1.978,"3",212631.817607788,133.333333333333,9833.33333333333
