"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_14","area_sentinel_id_16"
"1",9.66000000000001,"P","2",184.739059448242,50.058831,1.935,"2",0,36497.6292663564
"1",16,"P","2",80.6564331054688,12.2248918,1.29,"2",0,126230.680770772
"1",27,"K","2",137.341857910156,11.710452,2.15,"2",0,4200
"1",28.8,"P","2",167.443496704102,92.8125,1.462,"1",0,0
"2",5,"P","2",91.2439193725586,66.26253,1.892,"2",400996.549233661,3366.66666666667
"1",5.7,"P","2",122.507194519043,92.8125,2.064,"1",0,124545.955775469
"1",10,"P","2",90.0866394042969,92.8125,0.516,"1",0,3933.33333333333
"1",8.9,"P","2",112.504371643066,69.50005,0.86,"1",0,11293.8504938696
"1",23.2,"P","3",103.296226501465,36.53135,1.548,"2",12871.5614919861,59517.1015016502
"1",32,"P","2",192.971649169922,92.8125,2.15,"1",0,4980.62081212799
"1",16,"P","2",57.476863861084,86.601589,0.9718,"1",124972.170404046,48440.0000096609
"1",12,"P","2",113.025436401367,22.5938,2.838,"3",4400,229840.649097619
"1",42,"P","2",51.1786651611328,92.8125,0.774,"1",0,13382.7108027724
"2",3.2,"P","3",170.547698974609,31.26994,1.935,"1",27415.6993873306,90033.7003901414
"1",3.49000000000001,"P","2",201.226211547852,92.8125,2.064,"1",133.333333333333,24975.1460241387
"2",53,"P","2",201.108932495117,16.80542,1.634,"3",0,24975.9576711493
"2",4,"P","2",162.707885742188,31.26994,1.935,"1",66.6666666666667,266.666666666667
"1",1.4,"P","2",85.9985504150391,92.8125,0.9288,"1",0,33.3333333333333
"1",9.01,"P","2",68.8134155273438,46.94383,1.505,"2",57562.815176292,27897.6640788528
"1",12,"K","1",84.0573425292969,23.57876,4.257,"2",0,57066.6666666667
"1",29,"P","2",130.472793579102,85.78128,0.774,"1",3382.85981528461,63103.1197651806
"1",21,"P","2",119.873840332031,65.5313,2.58,"1",4546.71775169554,102815.809598722
"1",10.81,"P","2",194.053115844727,89.7375,0.946,"1",0,19326.9834518714
"2",11.5,"K/P","1",124.627998352051,12.033618,1.634,"2",62300.9960710774,4233.77139593164
"2",13.1,"P","3",160.201110839844,17.11544,1.548,"3",15119.6196296209,388270.95778618
"1",29.3,"P","2",158.32861328125,74.9219,1.548,"1",3366.66666666667,19263.0654547364
"1",2.1,"P","3",149.257446289062,19.74599,2.666,"2",4200,533.333333333333
"2",3,"P","2",148.13005065918,55.36254,1.634,"2",33.3333333333333,1179348.4003934
"2",8.87,"P","2",121.984802246094,22.84962,2.838,"3",121667.191720915,233012.13517638
"1",3,"K","1",152.398910522461,40.192581,1.548,"2",68138.825834915,27872.867830703
"1",35.11,"P","2",101.246025085449,92.8125,1.118,"1",0,700
"1",2.07,"P","3",175.978729248047,74.9219,1.548,"1",66187.5344987311,110340.102168402
"1",22.7,"P","2",98.1653594970703,92.8125,1.0664,"1",0,0
"1",3,"K","2",44.6859397888184,55.36254,1.634,"2",116609.276466258,249753.980321017
"1",30.1,"K/Ka","1",16.7333431243896,13.727677,3.354,"2",42279.9289559034,147595.803770758
"1",2.85,"P","3",181.18815612793,19.74599,2.666,"2",5378.34677416831,67223.0987410886
"2",5,"P","2",70.57763671875,83.057849,1.9178,"1",2866.66666666667,9014.03574046368
"2",24.5,"K/Ka","2",121.77970123291,20.66434,2.15,"3",19033.3333333333,54974.5557371216
"1",15.5,"P","2",338.037536621094,53.33288,2.451,"1",0,15544.9122210344
"1",8,"P","3",68.7897415161133,60.40002,2.15,"2",0,66.6666666666667
"1",5.6,"K","2",12.3389358520508,14.21438,3.44,"2",30718.1646989464,31733.3333333333
"1",8.9,"P","1",63.9853820800781,86.601589,1.29,"1",0,8468.24637296765
"2",18,"P","2",85.9522018432617,66.5625,0.989,"2",441.758631418149,327851.819594949
"1",8.68,"P","2",81.7479553222656,88.882825,1.935,"1",2219.04673178991,571745.993189586
"2",7.7,"P","2",213.984588623047,21.29248,1.978,"3",6933.33333333333,22406.7935171498
"2",4.94,"P","3",188.435241699219,72.88128,1.806,"1",257749.945534924,278637.055306172
"1",8,"P","2",190.041366577148,92.8125,0.5246,"1",0,572886.973478692
"1",9.02,"K/P","2",169.691329956055,66.5625,1.72,"1",0,566.666666666667
"1",3,"P","2",159.851623535156,45.01571,1.548,"2",0,88346.2115042106
"1",21.3,"K/P","2",85.5993499755859,43.28868,1.677,"2",0,72366.6666666667
"1",4.9,"P","2",211.797164916992,92.8125,0.5246,"1",28800,31446.1353427711
"1",7,"K/P","2",130.139053344727,83.38128,0.387,"1",33.3333333333333,74.5948545634747
"1",7.2,"P","2",97.268913269043,35.59385,1.29,"1",0,41567.0737866763
"1",25,"P","2",62.9573669433594,92.8125,1.075,"1",933.333333333333,27808.9392081214
"1",5.83,"P","2",50.7062835693359,92.8125,0.946,"1",10569.810267176,9433.33333333333
"1",6.6,"P","2",34.8265342712402,92.8125,0.9288,"1",233.333333333333,6961.79186652104
"1",4.42,"P","3",134.058975219727,26.55632,1.72,"1",7133.33333333333,37947.5524306297
"2",12.08,"P","2",85.6442794799805,22.84962,2.838,"3",126823.792906496,326277.326384401
"1",5.19,"P","3",164.387680053711,33.62868,0.473,"1",53638.2526558203,20405.6057869146
"1",6,"P","2",226.039764404297,92.8125,2.064,"1",38435.4302144716,49666.6666666667
"2",13,"P","2",193.423690795898,17.36972,1.978,"3",56537.8913305933,48766.6666666667
"1",6,"P","2",22.7556457519531,92.8125,1.0664,"1",12512.2917126699,124522.572515867
"2",11.9,"P","2",174.712936401367,16.80542,1.634,"3",4433.33333333333,241020.325053716
"1",8,"K/Ka","2",133.454986572266,23.25005,2.3822,"1",0,16766.6666666667
"1",4,"P","3",157.872528076172,45.000075,4.515,"2",12333.3333333333,223008.449492922
"1",5.15,"P","2",74.5028381347656,38.28132,1.505,"2",56583.2565114882,71359.3849661838
"1",14,"K/Ka","2",162.563064575195,86.601589,0.9718,"1",166.666666666667,20700
"2",2.44,"P","3",190.251892089844,72.88128,1.806,"1",0,207891.634931891
"2",24,"P","1",166.713745117188,13.03926,2.15,"2",14766.6666666667,61484.4378141609
"1",6,"K","2",176.295303344727,77.07815,1.5394,"1",0,33.3333333333333
"1",12.5,"P","2",117.518409729004,92.8125,0.5246,"1",2433.33333333333,600
"2",18,"P","2",181.139770507812,52.53756,1.634,"2",66.6666666666667,21705.1280165712
"2",5.3,"P","2",133.335235595703,43.48441,1.032,"1",334557.296275634,62279.7263817922
"1",13,"K","1",14.6669425964355,14.21438,3.44,"2",142518.629788564,78525.4634810699
"1",8.7,"P","2",219.124908447266,66.5625,0.989,"2",0,0
"1",10.23,"P","2",28.5921421051025,17.634872,3.7668,"2",246735.39654768,61133.3333333333
"1",1.8,"P","2",224.676879882812,83.689394,1.5652,"1",0,33.3333333333333
"1",8.16,"P","2",89.6069641113281,92.8125,0.8686,"1",0,19033.3333333333
"2",16.1,"P","3",164.644638061523,13.28666,1.548,"2",7166.66666666667,15100
"1",92,"P","2",97.0161285400391,70.70002,0.946,"2",3200,7192.52160787582
"1",4.5,"K","1",138.742797851562,53.16884,1.978,"2",0,6702.07696496509
"1",14,"P","2",192.536026000977,40.306627,1.548,"2",1678.31189577021,470771.422532341
"1",58,"P","2",227.161987304688,76.44378,1.032,"1",33.3333333333333,95318.7207821647
"1",49,"P","2",72.8512954711914,72.978175,1.376,"1",0,21235.3228337442
"2",11.4,"P","3",199.897979736328,60.47505,1.548,"2",3247.6171821123,23823.1460519329
"1",25.25,"P","2",119.416893005371,92.8125,0.5246,"1",0,14756.5021982082
"1",2.2,"P","2",200.208740234375,92.8125,1.677,"1",4048.94934302817,16614.5012459718
"1",8.5,"P","2",195.90446472168,13.7785,38.7,"1",0,20650.5184697919
"1",37,"P","2",134.520645141602,92.8125,0.774,"1",53620.1577379135,2566.66666666667
"2",14,"P","2",148.774154663086,71.231593,1.548,"1",0,26255.7956591947
"1",5,"K","1",187.339218139648,92.8125,2.6316,"1",0,0
"2",7,"P","2",114.072364807129,13.1011,4.902,"2",108538.47873499,524968.94101973
"1",20.5,"P","2",101.109619140625,92.8125,2.408,"1",0,35685.8915529379
"2",3,"P","3",222.669906616211,50.33758,3.87,"3",1933.33333333333,2433.33333333333
"1",11.79,"K/P","1",126.121032714844,86.64376,1.032,"1",29334.6525861825,66532.2386063635
"2",11,"P","2",158.578353881836,42.4161,1.548,"1",0,19266.0345308286
"1",13.1,"P","2",65.6058044433594,84.9375,0.903,"1",0,36933.3333333333
"2",9.6,"K","1",130.510681152344,59.63754,3.5088,"1",4181.38352632523,1233.33333333333
"1",11.8,"P","3",120.562637329102,17.11544,1.548,"3",0,94192.5632746063
"2",19,"P","2",201.108932495117,16.80542,1.634,"3",0,24975.9576711493
"2",4.25,"P","2",60.1027374267578,71.831295,2.279,"2",78209.1274434701,6166.66666666667
"1",25,"K","1",65.1114730834961,22.53758,1.634,"3",0,34931.6124057824
"2",53.71,"K/Ka","2",78.6928405761719,18.068615,2.709,"2",408771.165130459,134191.660838521
"1",26,"K/Ka","2",8.70616149902344,14.21438,3.44,"2",79388.0339359861,181219.98646511
"1",5.5,"P","3",225.105224609375,19.74599,2.666,"2",0,14160.023971453
"1",3.19,"P","2",185.539901733398,57.30945,1.548,"2",547.565692632149,18845.8727090086
"1",3.58,"P","2",65.8467407226562,92.8125,0.774,"1",0,2782.18259172839
"2",12.1,"P","2",158.080993652344,74.237853,1.548,"1",0,324348.490650174
"1",23,"P","2",63.4752731323242,68.673455,2.15,"2",0,26060.6171799824
"2",10.5,"K","2",80.1705856323242,9.5715312,6.45,"1",482830.613012306,68045.7816416863
"1",4,"P","2",138.891876220703,92.8125,2.064,"1",0,6833.33333333333
"1",26,"P","2",157.167114257812,92.8125,1.892,"1",2424.70948845148,97815.0262783854
"1",38.5,"P","3",234.146774291992,58.675025,5.203,"2",0,90098.7084517876
"1",9.9,"P","3",14.1799240112305,31.157885,3.225,"3",86656.185815235,118975.321073085
"2",2.6,"K/Ka","2",95.7393493652344,22.5938,2.3822,"1",36019.9526786125,41399.813771372
"1",6.9,"P","2",66.4589462280273,68.673455,2.15,"2",21.0930096606414,71276.3956998165
"1",6.95,"P","2",94.5114669799805,86.95315,0.946,"1",132322.486047309,18438.952367877
"1",8.5,"P","2",60.130859375,92.8125,1.376,"1",0,47013.9652543983
"2",9,"P","2",58.389404296875,86.601589,0.9718,"1",274758.904918,139597.534231902
"1",3.8,"P","2",52.2907600402832,86.95315,3.268,"1",366.666666666667,53085.375264472
"2",3,"P","2",243.471252441406,92.8125,1.677,"1",169126.516854742,45057.6666042708
"1",3.9,"K","1",117.899429321289,74.3625,1.462,"1",417.192931969961,73083.7665129453
"2",3.4,"P","2",81.7377548217773,54.34504,3.053,"1",35433.3333333333,10792.3180692519
"1",12.4,"P","3",256.947845458984,54.37193,1.548,"2",3977.71893553436,24930.9712002304
"1",24.2,"K","1",107.047721862793,46.94383,1.505,"2",40640.0619047301,14973.8900187697
"2",3,"K","2",150.917221069336,23.51255,1.548,"3",728.455373520652,129387.529185103
"2",11.85,"K/Ka","2",11.4028015136719,15.8843,2.666,"2",362774.787582706,202491.959249687
"1",33,"P","3",163.067153930664,27.492265,1.548,"2",42940.5045484367,789484.409666063
"2",5,"K","1",149.93635559082,39.93601,1.419,"1",1969.59277267257,14406.1708035568
"2",6,"P","2",177.638046264648,92.8125,2.064,"1",13367.1021220585,31561.8618657192
"1",6,"P","2",220.860733032227,66.5625,0.989,"2",0,21196.4699584059
"2",4.25,"P","2",138.771423339844,22.84962,2.838,"3",212391.733714169,187892.22397591
"2",6,"P","2",203.20703125,19.74599,2.666,"2",19379.256654232,43364.6777530511
"1",60,"P","2",150.918792724609,86.95315,0.516,"1",339449.844100684,15233.3333333333
"1",62.5,"P","1",76.9233322143555,51.8469,0.344,"2",266196.838717837,83414.8740240062
"1",18.7,"P","3",221.789016723633,45.845405,1.548,"2",0,13378.8338707139
"1",11,"P","2",149.237838745117,92.8125,0.8686,"1",2633.33333333333,45600.4487944767
"2",8.4,"P","2",168.704849243164,92.8125,1.0664,"1",3933.33333333333,118999.10035187
"2",4.1,"P","2",186.706436157227,92.8125,2.064,"1",0,22266.6666666667
"1",11.69,"K","1",77.2329483032227,22.5938,1.9608,"1",0,0
"1",19.2,"K","1",88.4194869995117,39.4166164556962,1.63291139240506,"2",194129.003923244,20083.0601923195
"2",37,"P","2",58.4195556640625,86.601589,0.9718,"1",274770.251851423,139452.661100806
"1",39,"K","1",41.3741874694824,26.08095,2.58,"1",0,14012.9260925576
"2",12.45,"P","2",95.4148101806641,52.576625,1.333,"2",28446.3850339254,1689318.19592243
"2",5,"P","2",151.386779785156,92.8125,0.8686,"1",212100.581630319,78216.0102850083
"1",10,"P","3",119.47875213623,19.74599,2.666,"2",2133.33333333333,91860.3876154579
"1",7,"K","1",125.84822845459,25.42054,1.548,"3",0,8274.41798013945
"2",3.8,"K","1",126.228851318359,14.4927,1.72,"2",250238.684938516,14760.331536651
"1",20,"P","3",264.631042480469,42.84071,1.548,"2",42109.4752574223,32739.3298556407
"1",10,"K","2",70.2581024169922,55.93253,3.4486,"1",233.333333333333,3500
"1",42,"K/Ka","2",202.361785888672,20.369375,1.333,"1",0,10222.4006102224
"1",15,"P","2",82.8480758666992,86.95315,3.268,"1",66.6666666666667,74489.2818752869
"1",12.92,"P","2",62.5822792053223,51.8469,0.344,"2",900,13303.5401838383
"1",6,"P","3",319.629425048828,15.1885,3.612,"2",3066.66666666667,2300
"2",28,"K","2",96.3361740112305,18.252515,2.15,"3",22715.1899216076,49398.3885825686
"2",14,"K","1",117.471336364746,22.5938,2.3822,"1",0,533.333333333333
"2",6,"P","2",176.714309692383,82.06253,0.774,"1",24411.2623179759,710959.188350985
"1",7,"P","2",16.4897136688232,12.9465,5.16,"3",37888.0259500745,13025.9098925938
"2",17.5,"P","3",184.344909667969,15.8843,2.666,"2",9716.6623643289,403949.546454229
"1",4,"P","2",131.266448974609,43.574127,1.72,"2",474705.929188146,10640.6926441375
"1",24,"P","2",123.55394744873,55.04067,1.634,"2",0,52113.7696171645
"2",8,"P","2",225.609100341797,92.8125,1.763,"1",0,164094.17701246
"2",6.84999999999999,"P","2",172.949005126953,86.601589,0.9718,"1",30199.7428556283,175230.820897443
"1",12,"K","1",116.781089782715,15.04934,1.118,"2",9499.19772278517,6700
"2",7.16,"P","2",62.9724388122559,51.8469,0.344,"2",0,12461.492346786
"2",5,"P","2",69.2624435424805,55.36254,1.634,"2",100119.622825747,416675.797571425
"2",15,"P","2",195.655075073242,76.44378,1.548,"1",244104.676198819,47045.8942313989
"1",7,"P","2",190.138488769531,50.058831,1.935,"2",67213.3446027437,4540.45600891113
"1",23,"P","2",93.4986801147461,49.72506,1.548,"2",199930.453330088,76683.1539266258
"1",10.2,"P","2",128.768630981445,55.36254,1.634,"2",6184.05308183377,52631.4180397704
"2",10.8,"P","2",145.271224975586,86.52502,0.774,"1",23280.5452699039,63486.4470025267
"2",3.68,"P","2",37.1137428283691,92.8125,2.236,"1",74305.5712127166,33.3333333333333
"1",21,"K/P","2",120.069351196289,15.1885,1.935,"2",133.333333333333,12005.4337838897
"2",19.2,"P","2",180.693618774414,18.93434,1.204,"2",118220.877170339,15133.3333333333
"1",4.77,"K/P","1",191.685165405273,53.16884,1.978,"2",0,19261.7366790771
"2",8,"P","2",135.508712768555,32.983565,3.01,"1",0,0
"1",11.5,"K","1",40.601203918457,26.08095,2.58,"1",0,133.333333333333
"1",5.94999999999999,"K","1",127.754356384277,15.41938,1.548,"2",463.540584481477,10842.5483580671
"1",29,"P","2",108.422714233398,69.67502,1.548,"1",0,10497.7911194166
"2",11.53,"P","2",64.5222854614258,18.068615,2.709,"2",279508.976447706,162259.033887368
"1",7.03,"P","2",53.6080932617188,71.831295,2.279,"2",154600.63156782,26533.3333333333
"1",9.05,"P","2",91.9730911254883,31.9438,1.505,"1",114191.763362743,10433.3333333333
"2",3.4,"P","3",229.982955932617,50.33758,3.87,"3",706.109467645486,36718.0766721567
"2",6.05,"K","2",94.7772064208984,14.4927,1.72,"2",572726.378031913,124106.161482023
"1",20,"P","2",172.741516113281,81.42657,1.118,"1",0,8961.3855060133
"2",9.71,"P","2",192.838180541992,19.74599,2.666,"2",177793.484677424,43233.8568716163
"2",6.5,"K/Ka","2",118.524978637695,22.5938,2.236,"1",20999.7909247875,7712.85020026068
"1",9.1,"P","2",68.2128829956055,92.8125,1.376,"1",0,13038.9620348811
"2",10.6,"K","1",60.2391548156738,15.54156,1.72,"2",24708.7349471947,104134.517365209
"2",24.52,"P","3",209.939208984375,22.5938,2.15,"3",455195.1938553,13727.311496489
"2",4,"P","2",149.514739990234,13.54952,1.29,"1",92607.4242688473,40308.3817239657
"1",12.65,"K/Ka","1",46.3136253356934,20.2530333333333,0.43,"1",45934.9183044126,21392.3108355453
"1",16,"K/P","2",107.03978729248,92.8125,2.6316,"1",133.333333333333,9322.89627545203
"1",8.7,"P","2",66.9917297363281,92.8125,1.376,"1",0,65900
"1",5,"P","3",180.953628540039,19.74599,2.666,"2",4801.05841557912,299690.238344058
"1",3.15,"P","2",241.9130859375,92.8125,1.677,"1",3074.80994922977,11761.1801201905
"1",3.33999999999997,"K","1",47.3676300048828,21.92285,3.182,"3",937.787942496167,32877.6766364866
"1",30,"P","2",119.018577575684,47.35945,1.548,"2",92597.9807311509,461.36756024401
"2",11,"P","2",154.691024780273,92.8125,2.064,"1",0,18318.8214395933
"1",22,"P","2",62.7222671508789,92.8125,0.5246,"1",0,419599.01900173
"1",9.5,"P","2",66.9875946044922,69.4188,1.29,"1",139000,4472.99419992293
"1",37,"P","1",215.648086547852,66.5625,1.032,"2",0,10775.3061114034
"1",5.89,"K","1",100.693412780762,56.58414,0.516,"1",0,19316.304069804
"1",8,"P","3",385.483795166016,53.33288,2.451,"1",7733.33333333333,26924.0386312827
"1",7,"P","2",50.953929901123,12.9465,4.171,"2",0,360195.174026241
"1",7.1,"P","2",115.287673950195,92.8125,1.892,"1",24933.3333333333,13253.9410188494
"2",9.8,"P","2",135.386657714844,16.80542,1.634,"3",64281.2755584154,221646.259234945
"1",3.3,"P","3",206.231689453125,26.55632,1.72,"1",0,30077.4092116704
"2",13,"P","2",95.6796875,55.36254,1.634,"2",18449.8913986851,160701.2904399
"1",7.2,"P","2",129.260696411133,92.8125,1.376,"1",0,28285.1898191186
"1",47,"P","2",56.4836387634277,92.8125,0.9288,"1",0,47465.1536564032
"1",14,"K/Ka","2",164.685333251953,54.54694,1.548,"2",0,66.6666666666667
"2",6.5,"P","2",90.2686309814453,92.8125,1.376,"1",74770.0878518898,10333.3333333333
"1",32,"P","2",144.257888793945,55.04067,1.634,"2",8800,3088.07843439281
"2",12.3,"P","2",53.499683380127,38.6782,1.72,"2",267278.93951937,23590.0975445906
"1",24.6,"P","2",78.0462875366211,74.8688,0.86,"1",0,63600
"1",18,"P","2",192.604888916016,92.8125,0.5246,"1",0,35333.3333333333
"1",4.8,"P","2",127.280654907227,92.8125,1.247,"1",1.13240629434586,46317.2541855257
"1",3.8,"P","2",125.020805358887,12.9465,1.548,"1",166.666666666667,124578.516030976
"1",6.54,"P","2",72.4098052978516,92.8125,1.376,"1",0,21733.3333333333
"1",1.77999999999999,"P","2",216.52995300293,92.8125,2.064,"1",12232.4229795486,35978.8899441172
"1",4.75,"P","2",24.0890312194824,43.4501,3.612,"1",219637.192992578,1275.74935853481
"1",45,"P","2",136.217422485352,55.04067,1.634,"2",0,34935.0171552376
"2",65,"K","2",76.9523696899414,13.03926,2.15,"2",129389.290981503,36797.0427441411
"2",23,"P","1",206.361404418945,29.69186,5.719,"1",10504.2314488441,20235.5876245225
"1",25.5,"P","2",252.522766113281,31.229745,2.838,"2",8866.66666666667,3666.66666666667
"2",1.5,"P","3",115.283699035645,45.000075,4.515,"2",95629.038873912,60919.5113820334
"2",1.6,"P","3",211.766906738281,45.000075,4.515,"2",465169.938271238,307883.613428511
"1",3,"P","2",56.0482292175293,92.8125,2.15,"1",0,52060.634560883
"2",30.6,"K","2",101.394500732422,39.93601,1.419,"1",0,5453.69752478243
"1",5,"P","2",67.4421081542969,92.8125,1.376,"1",0,202438.112627781
"1",20,"P","2",147.319549560547,13.03926,2.15,"2",0,7943.33232598049
"1",7.43,"P","2",115.633323669434,56.846915,3.354,"2",61065.3453334642,524487.869758705
"1",42,"P","2",232.690139770508,76.44378,1.032,"1",33.3333333333333,411367.840969198
"1",14.2,"P","2",56.0729942321777,92.8125,13.545,"1",0,33.3333333333333
"2",9,"P","3",198.087905883789,17.11544,1.548,"3",5996.26315323015,167970.613164598
"2",21,"P","2",154.818695068359,50.058831,1.935,"2",109784.94858155,17470.2123594577
"1",6,"P","2",150.503341674805,92.8125,0.8686,"1",0,7397.9527516989
"1",82,"P","2",132.268951416016,35.5704,1.806,"2",311572.731558474,9901.73281232516
"1",18.69,"P","2",168.776611328125,92.8125,0.5246,"1",4800,51574.078319358
"1",8,"P","2",134.815093994141,45.01571,1.548,"2",0,96562.546432352
"1",28,"P","2",153.983184814453,86.601589,0.9718,"1",0,134588.647521673
"1",3,"P","2",255.77880859375,92.8125,1.548,"1",18833.3333333333,168.927364020298
"1",12,"P","2",103.307113647461,92.8125,2.064,"1",15501.3497206285,14961.7683546928
"1",6.93,"P","3",152.875045776367,15.1885,3.612,"2",0,26340.1343417664
"1",6.7,"K","1",166.265747070312,59.63754,3.5088,"1",100,1181.30135464792
"2",3.36,"P","2",162.110382080078,25.8938,3.354,"2",57653.2373824969,58461.9457128458
"1",7,"P","2",64.4324111938477,71.831295,2.279,"2",0,13400
"1",25,"P","2",176.802337646484,92.8125,2.064,"1",190.772572470208,204458.488935127
"1",35,"P","2",100.383850097656,65.61568,1.72,"1",566.666666666667,24266.6666666667
"2",7.1,"P","2",258.305908203125,92.8125,0.86,"1",110666.666666667,9956.48314580321
"1",19,"P","2",52.0565948486328,92.8125,1.032,"1",9733.33333333333,5166.66666666667
"1",2,"P","2",218.040588378906,66.52503,1.892,"1",0,10462.7719997661
"2",4.5,"K","1",120.577911376953,22.5938,2.3822,"1",0,466.666666666667
