"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_1","area_sentinel_id_10","area_sentinel_id_12","area_sentinel_id_13","area_sentinel_id_14","area_sentinel_id_15","area_sentinel_id_16","area_sentinel_id_17","area_sentinel_id_18","area_sentinel_id_19","area_sentinel_id_2","area_sentinel_id_20","area_sentinel_id_21","area_sentinel_id_3","area_sentinel_id_4","area_sentinel_id_7","area_sentinel_id_9"
"1",25,"K/Ka","2",165.548599243164,30.2938,1.032,"1",34232.0993601189,184001.712070431,40717.6372228889,0,3166.66666666667,1766.66666666667,47774.4918362548,0,10751.7783509257,0,10370.3012078729,184350.727739651,6220.33348704378,33.3333333333333,268369.60942808,66.6666666666667,2433.33333333333
"1",22,"P","2",108.323822021484,70.03129,1.118,"1",895770.620212702,226215.195814436,811835.219311699,2613.90756766001,0,0,66.6666666666667,0,233.333333333333,0,219809.418105646,151984.588222506,100,50707.7225814932,16889.569382615,12867.1682144205,0
"1",8.4,"K","1",134.046447753906,15.88649,0.774,"2",190472.216285438,138914.802495186,0,0,62051.9795987367,2000,24384.7512580988,0,26851.8753891578,0,73882.3542356491,180422.611097541,334160.776200278,0,19416.4871116479,0,0
"1",0.77,"P","2",15.7545070648193,92.8125,2.408,"1",0,24910.2237121474,33.3333333333333,64291.3434812495,0,0,26877.9877868791,0,166.666666666667,0,4177.5381048404,177229.537139026,33.3333333333333,35446.85000242,0,2866.66666666667,0
"1",22.5,"P","3",176.292572021484,60.47505,1.548,"2",17433.3333333333,13833.3333333333,0,133.333333333333,0,0,40800,7999.92364264326,135132.599506935,0,4866.66666666667,168697.394731526,265747.534501982,0,30100,0,1800
"1",13,"P","2",151.455978393555,88.12502,3.182,"1",41553.6783446946,932914.694615566,0,0,0,35715.5243795055,24079.6202243616,0,5068.9351161321,0,0,262849.041078747,800,8054.20197741284,5491.7565252356,2833.33333333333,0
"2",42.5,"K/Ka","1",63.7541580200195,23.578175,1.892,"1",244336.752701334,215158.671124848,18960.0498204837,0,104126.158058185,0,2886.514888828,0,103238.054286684,0,142646.920167312,226010.343546732,105435.191307333,0,68587.322536076,0,0
"2",15,"P","2",71.6443557739258,79.1719,0.774,"1",907199.106606166,146577.16943305,241013.18227122,0,52408.2562308409,0,11466.6666666667,0,100,0,311701.339589052,152937.475380162,0,13702.4502853552,2162.11392680804,26135.7717906435,845.533831914266
"2",6.2,"P","2",93.0665435791016,19.69961,3.354,"3",604830.12428409,449595.368013634,17291.6394457687,0,70264.1417448109,32639.7347535162,481583.567502281,0,20633.3333333333,0,77713.8642929494,86851.6419000788,60033.3333333333,10300,115692.755818716,0,4033.33333333333
"1",5.9,"P","2",98.4514312744141,92.8125,2.15,"1",0,0,0,0,0,0,0,0,29.6900272369385,0,0,3110.56064296669,0,0,0,0,0
"1",2,"P","3",183.780609130859,54.37193,1.548,"2",86948.8678116549,86833.0328633029,0,0,46002.0024876429,6766.66666666667,23170.9068334041,0,16302.0827951531,0,100666.45003462,86327.5194763594,1293.80866686503,0,36396.6221311183,80.141943693161,13904.3918636864
"1",15.3,"K/Ka","2",166.238784790039,54.54694,1.548,"2",74974.4226769399,57879.720031837,33.3333333333333,0,0,4365.43884323716,66.6666666666667,0,106443.949731171,0,31294.9494457263,412165.036454106,40700.7314872579,15085.565665153,37490.4330439264,33.3333333333333,3815.38430717483
"1",4.6,"P","2",238.149658203125,92.8125,1.978,"1",49290.9419909352,328584.850173285,2966.66666666667,66.6666666666667,0,66.6666666666667,42304.6854839195,0,33877.6213360097,0,67074.7685328242,486770.372634007,266.666666666667,69750.8518569094,138128.396209822,8900,100
"1",8,"P","2",100.804008483887,92.8125,2.408,"1",0,473208.069999651,0,48091.1347360229,0,0,4400,0,33.3333333333333,0,15063.176283737,107410.640627064,266.666666666667,459870.770891616,10647.3265816768,68947.7806788218,213251.501755336
"1",37.7,"P","2",33.2665863037109,71.33755,1.118,"1",37973.7182135771,1729.05004507241,0,125.334374109904,66.6666666666667,0,11859.0733790149,0,2166.66666666667,0,47455.3993417222,159699.362215389,0,175038.333568157,14066.6666666667,236961.433296873,343.755319493357
"2",6.6,"P","3",187.705764770508,63.57035,1.419,"1",61601.9096703579,115907.424654605,27153.9197312212,0,11588.1087882367,1100,62750.433057795,0,17814.0293618043,0,113195.211616541,63698.9738506575,64574.9431469124,0,3600,0,0
"1",26.4,"P","2",74.5381546020508,80.59533,1.376,"1",0,10025.9204426179,16820.0028220211,14848.3527666579,0,0,30014.5062400649,0,0,0,0,64384.3523407743,0,132544.364331595,1700,35664.8549706675,2171.56566524257
"1",7,"P","2",133.699615478516,62.2344,1.72,"2",373482.850237368,770331.966542977,415534.841955997,0,2900,23100,25534.0946509037,0,62918.6921058378,0,206050.544075784,292238.247941829,1266.66666666667,124095.49668039,98731.7694840832,27600.6846991057,103366.666666667
"1",4.5,"P","2",44.1471176147461,37.88074,5.59,"2",476957.205491964,106627.044965765,77331.939920322,0,0,4900,66.6666666666667,0,66.6666666666667,0,304027.771464251,89653.1515124409,0,143898.013383311,18820.4073340632,34886.6042389961,13970.1326682532
"2",2.9,"P","2",29.6221466064453,70.09848,1.376,"2",1247422.85193568,109244.103916176,458617.835286052,22390.1707272716,268790.187086414,0,8778.86660695076,0,0,0,57560.272564056,58936.5680548285,2833.33333333333,0,34351.4618206459,81969.1946344484,0
"1",19,"P","2",149.977569580078,74.237853,1.548,"1",38225.3082066522,809087.975825656,11056.8629412757,0,16275.5388407968,32212.8594076489,28445.5893722673,0,333.333333333333,0,137882.4344134,188103.616170177,0,186454.803293225,148057.986646529,6766.66666666667,0
"2",4.6,"P","2",54.8719177246094,13.7969,2.58,"2",324465.70945147,23200,13176.1106134451,69803.208282716,175213.256464488,0,270471.091363142,0,665.547533830007,0,183169.613113819,35867.132952398,100,63847.3899296305,61128.7804386545,30490.6161990793,4308.95572485363
"1",2,"K","2",68.7580871582031,13.28666,1.548,"2",292974.743329726,28152.6721298132,5400,0,14557.9835768886,33.3333333333333,21003.8673910002,0,25066.6666666667,0,44089.3342012817,42250.3128634222,10100,1345.26263044347,55056.377874674,32744.3001664554,3833.33333333333
"1",2.9,"P","2",130.939529418945,13.1011,4.902,"2",6600,50718.310150378,0,0,0,0,29881.3623920083,0,27391.3296261987,0,18659.3394258224,288118.524508705,54790.3734324063,366.666666666667,9881.92444468538,0,0
"2",1.8,"P","3",179.389846801758,28.28132,3.053,"1",109151.586894854,247254.707968307,14066.6666666667,0,0,1617.61118872867,6178.98528695999,0,0,0,195035.499840279,128021.592301161,3100,0,64503.2621862243,0,4166.66666666667
"1",4.5,"K/Ka","2",115.200569152832,31.26994,1.935,"1",65106.9298981883,112450.780654501,85.7707301775614,33.3333333333333,95443.8105488162,4584.99427781984,25820.1624722341,16402.8148730596,11299.3862681091,0,72578.5322870172,165226.778688401,67924.681704115,33.3333333333333,12000,0,0.0426046511468788
"2",4.1,"P","3",199.25422668457,27.492265,1.548,"2",295838.597012128,1015722.75781289,47934.773836898,6500,0,9200,182096.862445888,0,5603.69675531983,0,354450.17333396,54540.3643428969,163941.534675105,3631.73943608999,63067.3918688321,18.6185485372941,7200
"2",6,"P","3",285.215209960938,53.33288,2.451,"1",229878.274915162,545113.702277841,34399.1238341977,0,15100,7762.56459260282,52216.2248585703,0,4766.66666666667,0,212048.527409276,63156.4963048737,4230.53585973879,0,136438.415525122,0,25770.3383565376
"2",7.89999999999998,"K/Ka","2",138.26496887207,50.058831,1.935,"2",222090.843034439,169940.725356592,103684.00847387,0,0,0,148873.273578138,0,8780.38776461035,0,166284.151401811,248296.135339312,33.3333333333333,586.866410138706,69418.587625958,30703.4141082782,3336.15103368647
"2",5.8,"K","2",121.256729125977,65.5313,1.6125,"1",364252.074334852,367133.780250969,153302.103864153,0,76009.9034474581,20403.2157282035,207588.420943529,0,21748.9304746191,0,358406.44607582,93161.2528220687,3349.51761166255,2133.33333333333,341840.004383322,14600,74312.7690563599
"2",17,"K","2",60.1801910400391,31.26994,1.935,"1",298046.255002798,218406.981265176,132406.62593826,0,185043.572736384,20866.6666666667,12500,187275.498481146,66943.425212785,0,171811.348871297,145710.356779288,132805.886179554,33.3333333333333,110204.397918072,5733.33333333333,34167.1403241053
"1",30,"K/Ka","2",93.2195205688477,31.26994,1.935,"1",255538.156274691,162287.48200507,15825.3250634453,1100,207582.829330221,3900,5192.30713337238,65133.0314764287,151982.697773653,0,163072.139501525,372957.935106162,102705.180061475,0,63449.4512724329,0,3200
"2",22,"P","2",117.784301757812,86.601589,0.9718,"1",92071.5378355897,892487.792462989,37480.4177390996,0,29488.7330895367,57670.1757112355,256559.133688076,0,186081.152669751,0,64356.3528759812,97433.8213780235,0,185388.110460482,45533.8657674574,100,0
"2",5.2,"P","2",17.9817924499512,84.023475,1.29,"1",187850.553615592,317086.145104093,256709.633669808,44139.5045742664,4932.19461646028,41633.3333333333,99970.2370978193,0,66.6666666666667,0,91476.6804090478,40748.0866039764,2466.66666666667,329942.955126942,72004.9886042175,26402.4404652939,81719.6777671576
"2",11,"P","1",109.959022521973,86.601589,0.9718,"1",0,0,0,0,0,0,0,0,0,0,0,3635.12969215711,0,0,0,0,0
"2",11,"P","3",184.77326965332,19.74599,2.666,"2",151895.473841463,1135562.09440453,0,66.6666666666667,0,98427.0082575579,1077413.78761838,0,23833.3333333333,0,35035.4793865641,33382.6150774335,121541.354679412,0,23898.1420820579,0,12960.254218181
"1",38,"P","2",151.911041259766,92.8125,0.774,"1",140389.013940905,287844.706108542,57684.915154924,33.3333333333333,40433.3333333333,24221.0685461604,135125.781918499,0,80376.3539022494,0,25375.9505040944,511522.746012759,400,55461.1043693187,120555.280783249,38103.9309605529,4333.33333333333
"2",6,"P","2",150.503341674805,92.8125,0.8686,"1",14175.4402100458,723225.309073592,15927.61019686,0,0,25005.724753129,7397.9527516989,0,38211.8769692781,0,46341.1386320988,626712.046077204,33.3333333333333,21756.4912294324,28941.9089852958,22066.6666666667,0
"2",7,"K","1",50.457332611084,50.57976,3.096,"1",227313.691531815,0,79677.024533238,28438.3150991288,0,66.6666666666667,30202.1187862367,0,7433.33333333333,0,16326.6304604632,171661.688471744,200,0,199830.786554314,80040.4335919069,0
"2",8,"P","3",293.059448242188,42.66258,1.634,"2",0,70740.5997599165,4733.33333333333,2866.66666666667,0,0,54205.8612703191,0,1629490.19691398,48933.3333333333,0,274285.127162001,41167.1572397376,2000,18266.6666666667,0,6533.33333333333
"2",8.3,"P","3",122.442565917969,13.28666,1.548,"2",356517.387836271,425338.541765651,176917.77483563,0,4100,100,9733.33333333333,0,5766.66666666667,0,193830.376631825,130597.421397851,35089.2482022444,0,315397.954363104,6566.66666666667,31124.7667556532
"1",65,"K/Ka","2",150.491668701172,13.28666,1.548,"2",60617.6468185818,344447.741515416,174870.402047822,0,2515.75208182136,2466.66666666667,9633.35757656023,0,70701.0809518863,0,160947.018087582,190285.371305186,10500,0,537946.226884987,11366.6666666667,11259.5566615773
"2",11,"K","1",114.568870544434,77.07815,1.5394,"1",105613.71518527,33633.3333333333,41564.82921896,0,0,1400,5500,0,42204.632884264,0,117027.472401238,189883.879134007,366.666666666667,38.9969701568286,25811.1010864549,0,0
"2",2.5,"P","3",217.346237182617,51.88757,4.859,"1",488051.426323621,1073242.62115519,42312.0767942475,0,0,0,10966.6666666667,0,1966.66666666667,0,148922.974375202,148350.381520544,0,0,299531.712997865,9533.33333333333,19795.7542021448
"1",19,"P","2",137.27897644043,65.5813,0.86,"1",529174.025636747,394065.939632622,109148.234995627,938.51066827774,0,10300,46574.1519351124,0,13115.0837181757,0,100908.276529222,192813.291620451,213.108573357264,27809.3228459358,94642.1184632927,75468.196356731,33.3333333333333
"1",8.7,"P","3",222.114715576172,72.193776,2.1328,"1",0,0,33.3333333333333,0,0,0,11433.3333333333,0,18499.9317988124,0,0,154594.09728013,52241.8154452695,66.6666666666667,4288.61227806192,0,0
"1",4,"P","2",51.6310997009277,92.8125,2.236,"1",0,16905.1937948912,0,436.343798173281,0,0,3466.66666666667,0,0,0,0,149775.626153472,0,344058.7258078,7833.33333333333,29298.9823179863,15766.6666666667
"2",6.5,"P","3",174.484771728516,13.00061,0.989,"1",67939.2717300206,125185.758416108,52858.7340307986,0,0,30364.0693910575,32925.1449043321,0,17902.1018495162,0,96366.2290635053,50221.073312064,24533.3333333333,0,90136.6242496141,0,2933.33333333333
"1",21,"P","2",124.564605712891,92.8125,0.9288,"1",661.554770594618,0,0,17800,0,0,19195.6355268757,0,200,0,0,77593.8998914013,0,505096.147870386,2492.92927963349,129705.548610957,0
"2",43,"P","2",198.276153564453,17.36972,1.978,"3",363706.999430825,212631.817607788,2.58809488210924e-05,0,72396.3222892489,7527.38625081256,164217.26012002,0,214242.407783204,0,250706.100077217,95893.2972334946,475843.783285983,33.3333333333333,103844.546874118,133.333333333333,9833.33333333333
"2",7.4,"K","2",28.3109817504883,31.9438,1.505,"1",467039.094298648,554285.03524715,621565.868024484,116142.361921976,9253.58809709045,0,10450.0137701459,0,866.666666666667,0,327596.831541121,155177.898399842,33.3333333333333,15576.9776648066,230603.688051825,11754.1141790695,6316.05534361054
"1",22.1,"P","2",90.2474594116211,92.8125,1.376,"1",144335.502589717,658589.85960991,380374.904678231,202029.891053028,0,0,59569.2800824783,0,2700,0,72140.4634356751,209977.362199112,500,481130.633358613,7679.21490689235,11933.3333333333,3133.33333333333
"2",7,"P","3",173.975280761719,18.73488,1.763,"1",245314.969190815,689500.183918661,2246.20058707272,33.3333333333333,25033.3333333333,166.666666666667,56055.6464463253,0,53615.2005511957,0,119819.923088053,144391.279029244,280287.681772721,66.6666666666667,66811.2767956258,17578.6363770564,0
"2",17,"K/Ka","2",16.1711406707764,14.21438,3.44,"2",602633.060719465,56414.2071179386,331461.527737233,145820.526713711,212846.64543035,0,26166.6666666667,0,0,0,416702.55523087,25763.5071357091,0,373843.502421402,246415.330282044,97221.9632470179,33587.6508535182
"2",5.5,"P","3",144.064208984375,47.8438,1.548,"2",216323.443872432,580730.400807368,45976.8406546364,333.333333333333,3870.44450348088,100579.619946439,407478.057917321,0,18333.3333333333,0,38334.3464836284,15287.5910697815,95511.194495865,0,61034.553690918,1833.33333333333,19811.3860891356
"2",8,"P","2",31.060525894165,50.058831,1.935,"2",505125.986994522,202678.420291719,337124.332086248,9003.85232944779,33.3333333333333,4811.7621274471,233.333333333333,0,3466.66666666667,0,308439.33699698,199249.801450362,4633.33333333333,12217.1426007369,196911.329250169,4504.7759514302,24066.6666666667
"2",7.5,"P","2",157.140121459961,84.475329,0.3182,"1",0,0,0,0,0,0,16497.4391313347,0,21143.681362768,0,0,81562.2079366197,76059.050321579,11000,5956.60662236623,9633.33333333333,0
"1",12,"P","2",214.045181274414,55.39069,1.634,"2",392774.84197512,328351.807841588,95917.9262301725,0,15294.5455471675,0,10700,0,23313.1209462425,0,177292.261046706,380253.967651179,33.3333333333333,99846.5279489406,80645.9630112203,93666.6666666667,0
"1",8.5,"P","2",234.386154174805,72.193776,2.1328,"1",13394.9296236038,41466.6666666667,0,0,66.6666666666667,0,1128.6129704987,0,27595.6917352043,0,0,235823.496714218,20333.3333333333,6875.84499204531,100221.036300653,0,0
"2",8.5,"P","2",85.4942779541016,86.95315,0.946,"1",776763.651760545,75220.1277597186,304257.479271846,16296.655734203,0,386056.029871442,22698.3204617786,0,0,0,206534.767881682,143185.566928064,200,20628.6905409458,121700.668833894,97892.1815095174,2359.65775207927
"2",6,"K","2",149.182144165039,31.26994,1.935,"1",211138.644557828,200642.59615162,82174.1976222738,0,0,0,7666.66666666667,0,771.947619318962,0,154841.536185768,104928.994339705,0,0,110889.783696938,4800,91398.6759762088
"1",13.5,"P","3",213.393859863281,15.8843,2.666,"2",34407.8139401688,109939.646767538,31587.8476567256,0,0,3833.33333333333,104846.415959953,482001.02163672,206883.47348733,0,188139.061305809,93108.9301761606,276446.894960778,8300,38250.9468587736,0,16742.8796118746
"2",3,"P","2",27.6063117980957,14.4927,1.72,"2",295188.883572465,52604.9134664781,421771.199259726,16752.4496510179,0,0,10600,0,5460.9652813524,0,340511.841945336,364257.762814924,3164.05140931408,34538.0784135583,129042.356045067,97136.6905082638,148179.139511225
"2",16.2,"K","1",20.7966270446777,15.8843,2.58,"2",786681.859110254,246784.082222365,150878.30483329,19166.6666666667,115053.463798411,9033.33333333333,66.6666666666667,0,5166.66666666667,0,227060.270620535,259325.648613956,33.3333333333333,88783.9527112742,23425.8930501142,62155.9742258357,67243.8884717723
"2",9.03,"P","2",106.182510375977,75.9813,3.096,"1",620385.736317571,10382.9005499681,449096.050938619,0,46997.441890113,100,66.6666666666667,0,233.333333333333,0,341477.298268251,129265.394425516,0,0,4833.33333333333,40272.3149261476,0
"2",52,"P","2",118.303733825684,70.77502,1.548,"1",850127.545368043,433064.691599577,248374.060305313,0,184918.671261046,171283.720776792,181785.372791261,0,19641.0489405816,0,207608.007090942,76491.017956341,0,47130.2775710317,39528.301726561,40362.0431238213,171116.292659263
"2",5,"P","2",232.558883666992,13.1011,4.902,"2",5566.66666666667,154427.798572617,11066.6666666667,0,0,2627.20635400595,54539.6218451671,0,334381.428293154,0,73314.4351501949,184994.930849868,111295.673588337,0,21396.9778169878,0,0
"2",19.3,"P","3",185.118591308594,60.47505,1.548,"2",61211.5572443853,1186806.42651104,108913.971967455,0,0,27862.41121952,863800.825005695,0,2798.91345715926,0,306522.268657961,9791.92987862043,54741.325513258,0,48301.0886452006,0,10494.4688546984
"1",5.47,"P","2",137.307418823242,92.8125,1.376,"1",0,0,0,0,0,0,0,0,0,0,0,3779.71431847351,0,0,0,0,0
"2",5,"P","3",151.366760253906,20.52023,2.064,"1",357652.101944828,521816.671856145,88154.9951155592,0,4620.15030088369,2433.33333333333,16486.9741491353,0,6100,0,120955.784371819,200408.81804741,24130.5815803314,0,138061.907090032,3078.13176432004,45476.9532601582
"2",15,"P","3",249.379776000977,45.845405,1.548,"2",95045.4922983023,310845.439266879,6732.90319694206,0,0,66.6666666666667,5409.01922707756,0,3796.87928998222,0,75810.8754448748,154097.290662081,13600,0,72431.7537192394,0,16115.1159276099
"2",3,"K/Ka","2",82.6702499389648,22.5938,2.3822,"1",565734.395941406,105572.997723587,27540.5978840776,3009.73551177109,397372.718183293,88321.2868418826,44177.0926535178,2669.51521393403,97246.670926208,0,136593.968511437,116282.012904412,108663.574849293,11735.3245314378,84792.2592949792,935.827056597918,6764.71663618383
"2",4,"K/Ka","2",105.136962890625,22.5938,2.3822,"1",87331.5634175407,41178.6375369683,79051.2135333061,0,0,2199.55116094012,66.6666666666667,0,31800,0,85370.6923593127,297812.50182473,20556.8535506104,0,21866.1194553599,0,1376.66138159305
"2",15,"K","1",46.8104476928711,32.68566,2.15,"2",0,0,0,33.3333333333333,0,0,3700,0,600,0,48460.1889203962,140401.511747425,100,0,5884.66199822918,0,0
"2",7,"P","2",105.535400390625,55.67504,1.032,"2",894788.605998149,144396.206908008,649199.750835654,0,156372.264156631,0,35561.1659847821,0,66.6666666666667,0,457655.760838514,61222.7904977044,0,197189.577907576,416.377431713045,77367.176195269,31777.0672048791
"1",7.5,"P","2",52.5514297485352,92.8125,0.9288,"1",0,11066.6666666667,0,235938.413811118,0,0,17197.8713475789,0,66.6666666666667,0,0,84829.2700017348,166.666666666667,354278.515880229,0,239957.838126722,78333.3333333333
"1",8,"P","3",353.919555664062,31.26994,1.935,"1",1968.02641513447,440058.110821734,0,0,7733.33333333333,4233.13424711426,34045.1069495951,0,0,0,4066.66666666667,95676.7055013683,8595.11430598795,0,10082.1899923806,0,9278.64879009624
"2",13.7,"P","2",37.7207908630371,45.65005,1.548,"2",787124.269054869,113783.851706338,504737.634350202,69716.3558451653,484558.192789757,0,51633.3333333333,0,0,0,382404.093264029,4087.15787548572,0,29048.2386929293,20043.9703094598,5616.26773839816,16728.8348818819
"2",19,"P","2",167.718795776367,16.80542,1.634,"3",0,0,0,0,0,0,90442.0974671763,0,25107.1345430081,0,0,277391.505242074,174316.912278487,0,0,0,0
"1",6,"P","2",149.897064208984,92.8125,0.774,"1",310960.267493011,44959.3679945951,229450.500817681,0,117.716876044869,66.6666666666667,29140.5099606196,0,72363.5730727566,0,139234.122566786,397696.896918464,0,15561.1621949745,1622.7454659335,15093.8681582299,11486.7404428621
"2",7.2,"P","2",129.260696411133,92.8125,1.376,"1",0,56127.5776172988,0,17272.5325081265,0,0,28285.1898191186,0,8366.66666666667,0,133.333333333333,136274.110867747,666.666666666667,91997.579193674,1700,10846.2955687273,0
"2",26,"P","2",154.202056884766,92.8125,2.322,"1",0,1017894.7300191,0,0,0,0,69511.4793810217,0,4140.62070498864,0,0,250401.829896683,33.3333333333333,402661.048494561,5533.33333333333,0,33.3333333333333
"2",16.7,"P","3",162.30354309082,28.28132,3.053,"1",151582.585326761,511648.151528518,0,0,66.6666666666667,0,33887.958586216,0,3510.58384830443,0,187363.273802424,134155.72067453,66.6666666666667,16300,112548.756534269,9066.66666666667,38766.6666666667
"2",8.2,"P","2",153.761672973633,16.80542,1.634,"3",42226.6315260618,105146.593302085,40511.0255827238,29466.6666666667,123560.141277172,54410.6803363094,291701.883995991,0,48314.4664114962,0,217193.558678029,66925.293122232,40599.6044769883,9233.33333333333,95866.2977862521,3900,3433.33333333333
"1",47.5,"P","3",231.061950683594,17.11544,1.548,"3",67233.3333333333,426979.533587986,53070.3981897289,0,0,2000,16646.6476265302,0,89676.8604290672,0,39837.9557599003,105551.610488825,142036.764895485,0,129143.643230045,0,8800
"2",21,"P","2",160.690872192383,84.60941,0.774,"1",339466.183280433,52712.2544932354,350251.486577186,0,15108.2607677362,13.034466902415,0,0,6134.73362811104,0,283233.743809535,73229.7469528702,0,3897.38321254651,19538.9442292517,0,0
"1",10,"P","2",71.9282684326172,92.8125,1.376,"1",152232.059300649,2198.33932013911,170563.48423658,0,0,0,366.666666666667,0,133.333333333333,0,144545.026271958,188429.869454416,0,29940.3575806708,16788.4036400573,0,0
"1",8,"P","2",90.1897964477539,92.8125,1.376,"1",21791.6080810265,104280.364722966,0,41922.6905055344,562.655504544576,322.146089871724,3306.88379133741,0,33.3333333333333,0,32912.2066716043,142991.884503909,0,314645.722587165,9499.84978807624,131.343712409337,2833.33333333333
"2",8,"P","3",120.788459777832,17.11544,1.548,"3",146091.532188465,793878.76002837,23212.188579763,0,72057.5227325126,27857.5761759343,577205.135030605,0,115600.044343481,0,29641.4137552182,40050.8297823525,253894.601983639,0,34863.5130059595,13033.3333333333,22834.3563394505
"2",12.996,"P","2",149.444793701172,92.8125,1.075,"1",7457.30325061207,0,0,85908.526589136,0,0,3800,0,100,0,0,36349.5874639466,0,35332.3757638578,3156.737967891,21049.495115803,43089.9858334878
"2",9.5,"P","3",111.136581420898,17.11544,1.548,"3",152103.902637546,1246858.2489391,0,0,3000,89632.9226846768,422229.490475767,0,95690.540900582,0,223138.792592055,44558.5870805002,559236.36115555,0,18121.0511823495,0,5633.33333333333
"2",10.5,"K/Ka","2",66.4703216552734,31.26994,1.935,"1",193176.213229264,204443.517651514,16300,0,95941.062759448,133.333333333333,83866.9297828001,11666.7542899105,94270.9037655033,0,159942.066470929,408015.148811273,153373.28680027,0,49729.3063821591,33.3333333333333,100
"2",8,"P","2",101.954048156738,92.8125,0.774,"1",0,228922.580564584,0,11626.4942341135,0,23668.9686070507,125316.052159186,0,49212.7840365613,0,4402.93917681071,300643.019563868,10938.9146634843,59441.5168725216,4602.19779191539,56292.9085856071,35883.9022785425
"2",14.6,"K/Ka","2",125.713706970215,65.5313,1.6125,"1",8315.69877592071,57345.0974398158,2291.15493297577,0,3634.5103239563,0,2717.47334996859,0,6688.03422841399,0,14732.955686748,60020.3445883177,42623.8516608175,0,6174.67209679695,0,0
"1",37.8,"K/Ka","2",211.732498168945,12.99288,1.548,"2",0,0,0,0,0,0,0,0,978.093562275171,0,0,23801.5541585958,3404.23128922509,0,0,0,0
"1",26.5,"P","3",207.235290527344,19.74599,2.666,"2",197556.389967295,458083.822138534,51019.5551405444,0,0,11166.6666666667,104025.464550109,0,44573.9364291231,0,233466.750957298,48191.4497673822,161229.918215548,6912.88219856409,42685.6307658386,0,13000
"2",5.5,"P","3",215.799377441406,15.29674,3.354,"2",119696.668166083,372133.123036293,47166.6666666667,0,8466.66666666667,0,91933.3333333333,0,170857.459236421,0,119989.300745954,296357.957155408,30570.4908501124,33.3613840630278,124638.891387604,2907.28799204032,9733.33333333333
"1",16.1,"P","2",55.2387886047363,80.59533,1.376,"1",210956.645032219,176166.589961362,252580.772987552,19110.605928425,0,0,37329.4314157218,0,33.3333333333333,0,15700,128056.327121745,233.333333333333,1052957.41756592,86435.6037897601,224544.466207219,2881.05212474863
"1",29,"P","2",144.445693969727,92.8125,0.5246,"1",0,429352.105401032,12800,0,31794.0020649073,48233.3333333333,39679.7067225755,0,600.003039890241,0,123335.08048368,116247.305745692,0,232589.233167382,0,1458.87799387177,0
"2",11.2,"P","2",191.123825073242,55.36254,1.634,"2",258037.057569076,265212.97343126,0,0,67265.5569375803,6010.23775809444,165115.254691408,0,317194.47117986,0,227220.526592871,169410.068535603,613408.004396327,67.2987640524904,98010.049135983,0,9895.75456952055
"1",8.8,"P","2",52.2959251403809,92.8125,2.15,"1",9266.66666666667,7466.66666666667,187393.930134543,25737.0833441615,0,0,6800,0,33.3333333333333,0,0,291000.604780549,0,413233.100777458,188941.852438295,82813.823309922,1900
"2",10,"P","2",211.526153564453,84.475329,0.3182,"1",4733.33333333333,12698.7910122999,1900,0,0,40.1623427208203,779621.997940376,0,31800.2463435754,0,97823.533881256,39960.4888170337,423380.102447203,296911.332390871,101380.403288616,11910.7573084999,14206.9596057292
"2",3,"K","1",185.001892089844,77.0938,1.548,"1",0,0,0,0,0,0,0,0,0,0,3699.26876111478,37414.3017695766,0,0,2660.8379483223,0,0
"1",24.6,"K","2",145.488143920898,27.37448,0.0774,"1",81808.2402571454,0,59415.3186382939,0,0,0,4795.62617813548,0,766.666666666667,0,273966.119694996,178442.587636306,73594.0785955366,0,285221.531387333,0,24966.6666666667
"1",13.8,"P","3",187.466812133789,19.74599,2.666,"2",36359.3074893472,648852.274009087,25238.6929273731,0,27383.6977412009,20642.9636843503,1052441.25708434,74226.0446685153,60677.8104713138,0,299865.156644777,51591.9401297748,156304.940882179,3266.66666666667,54441.4607017083,0,2233.33333333333
"1",7,"P","2",54.3688125610352,55.59852,3.483,"2",1003376.40604722,708068.97358731,230656.532671058,231825.714529352,6850.20110791859,0,1304.76549643402,0,66.6666666666667,0,79034.0653181852,51135.7844459514,0,440282.048319602,30076.6344611843,11706.5656304359,0
"1",6.7,"P","3",136.103012084961,19.74599,2.666,"2",183174.069083169,726355.773489147,0,0,11766.6666666667,0,24216.5186511741,9237.75761636595,28612.1838479031,0,19222.9950985832,110011.749729169,332966.762187112,33.3333333333333,31033.3333333333,33.3333333333333,3887.66054487981
"1",14,"P","2",170.995971679688,92.8125,0.774,"1",0,636890.210932364,0,0,0,185073.12984468,391022.248012911,0,2313.0599151055,0,85470.6311304607,88084.4433733573,33.3333333333333,812623.063548852,1627.42611050295,11255.2662392457,0
"1",6.95,"P","2",66.1051559448242,92.8125,0.946,"1",96758.9741976376,74494.3120011467,3749.02031998305,6513.89207779478,14709.6495184116,0,2733.33333333333,0,1100,0,449.329120130278,125398.724767171,233.333333333333,97196.9414650872,62796.5908988744,3664.28617531492,6347.55313739442
"2",8,"P","2",227.997573852539,16.80542,1.634,"3",43296.8860124568,38351.0235801106,131805.770029629,2538.28878675898,18874.7536668438,70628.2956499568,83171.1663468702,0,5600,0,394441.357959709,59601.501150926,59443.892257909,0,60354.1268925027,880.177908142408,0
