"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_10","area_sentinel_id_7","area_sentinel_id_9"
"1",8.5,"K","2",146.926162719727,22.5938,2.236,"1",181143.628005848,1513.45635590454,50997.2608105156
"1",2.7,"P","2",153.006454467773,50.058831,1.935,"2",166827.712544573,71141.7034758927,33.3333333333333
"1",4.5,"P","3",177.693923950195,58.48131,1.29,"2",0,0,0
"1",15,"P","2",181.528030395508,25.10625,13.545,"2",274579.660961053,0,7666.66666666667
"1",4,"P","2",51.6310997009277,92.8125,2.236,"1",16905.1937948912,29298.9823179863,15766.6666666667
"1",21,"P","2",188.626449584961,74.237853,1.548,"1",992370.322423725,33.3333333333333,433.333333333333
"1",72,"P","2",111.032661437988,92.8125,0.9288,"1",639312.946243054,82464.2159604792,0
"1",2.39,"P","2",17.6309299468994,92.8125,2.408,"1",18929.8484904012,6133.33333333333,33.3333333333333
"2",24.2,"P","2",165.993682861328,78.0938,0.645,"1",391543.999263511,0,13831.9433189618
"1",12,"P","2",161.202896118164,92.8125,0.8686,"1",47998.2983609952,12225.4347004152,33088.6816364558
"1",3,"K","1",96.4006576538086,14.70918,2.494,"2",188531.529692988,73071.8385345794,9693.20359742269
"1",6.2,"P","2",80.201789855957,78.82503,1.032,"1",3565.47859647571,2433.33333333333,0
"1",21.2,"P","2",35.8336334228516,72.13755,0.946,"1",375608.896801402,42573.6017693116,11551.4425039291
"1",13,"P","2",136.482620239258,92.8125,1.118,"1",652082.660669109,36345.9560012758,100
"1",11,"P","2",83.4967041015625,92.8125,0.6536,"1",166605.050381564,58981.1147881982,0
"1",7.4,"P","2",56.0936088562012,71.831295,2.279,"2",577017.459942379,11272.4624886177,197170.158403427
"1",3,"P","2",148.13005065918,55.36254,1.634,"2",65359.6443387554,6184.67940309492,56776.0292681865
"1",4.2,"P","2",189.974060058594,40.3407,1.548,"2",491030.69007607,7866.66666666667,25330.8844452486
"1",5.1,"P","2",167.492294311523,85.78128,0.774,"1",615345.536768739,19133.3333333333,104947.955171939
"1",7,"P","2",129.15885925293,92.8125,1.376,"1",42838.2437178089,7866.21245071292,0
"1",7.7,"P","3",259.736724853516,53.33288,2.451,"1",996368.75865717,21354.500719284,44239.8591692297
"1",3.99,"P","2",48.9285202026367,92.8125,0.946,"1",121688.739060506,0,0
"1",23,"P","2",164.983184814453,92.8125,2.064,"1",239085.449737326,55579.6953228438,12128.3086688583
"2",12.1,"P","2",116.414375305176,92.8125,1.118,"1",679915.760119234,4955.53668936094,0
"1",4.5,"P","3",258.386260986328,53.33288,2.451,"1",699090.077891822,0,25488.6306593243
"1",4,"P","3",200.026290893555,53.33288,2.451,"1",36856.4961059094,0,100
"1",5,"K","1",105.127983093262,13.28666,1.548,"2",153327.584235743,15897.8455247978,13110.5476089656
"2",1.5,"P","2",120.962219238281,86.64376,1.032,"1",442956.836429013,133.333333333333,66.6666666666667
"1",6,"P","2",204.102508544922,13.1011,4.902,"2",3133.33333333333,0,3200
"1",23.5,"P","2",71.1826477050781,92.8125,0.946,"1",3392.27291025842,16900,0
"1",6,"P","2",103.585792541504,12.9465,5.16,"1",43044.4553758639,4616.77940388521,0
"2",10,"P","2",168.01904296875,92.8125,0.5246,"1",708302.253502008,20226.9832015038,0
"1",26,"P","2",51.3161964416504,86.95315,0.946,"1",231105.900216196,24097.0243331026,63833.3333333333
"1",33,"K/Ka","2",32.9151649475098,17.81175,6.063,"1",83950.846967396,3766.66666666667,9900
"1",8,"P","2",215.504501342773,92.8125,1.892,"1",393650.641308207,30753.7721091028,0
"1",4,"P","3",482.856414794922,53.33288,2.451,"1",69273.9039424496,0,0
"2",7.8,"P","2",136.31477355957,71.231593,1.548,"1",436235.567031681,13233.3333333333,0
"1",14,"P","2",81.3471755981445,92.8125,0.9288,"1",1414.17715147448,152925.464428432,6105.55902272269
"2",16.8,"P","2",205.643341064453,71.231593,1.548,"1",1217060.87790113,73828.7306414296,8700
"1",9.98,"P","2",40.1320152282715,92.8125,1.376,"1",51852.056939536,74113.7016620603,84937.5342970869
"1",0.8,"K/Ka","2",156.79345703125,22.5938,2.3822,"1",61798.9305262304,0,0
"1",35.7,"P","2",62.4039764404297,70.33129,0.946,"1",1473213.2533445,80999.7097103546,0
"1",14,"P","2",176.341049194336,92.8125,1.892,"1",534649.483507812,5724.16252664601,0
"1",12,"P","2",161.757461547852,92.8125,0.8686,"1",516706.903441352,50533.4408335,0
"1",4,"P","2",147.421890258789,31.26994,1.935,"1",9560.9225354041,133.333333333333,33.3333333333333
"1",16.8,"K","2",79.888557434082,20.51536,1.032,"1",323961.09365846,182849.759314306,35233.3333333333
"1",27,"P","2",88.2230606079102,92.8125,2.064,"1",833673.41698953,18036.454493242,2533.33333333333
"1",7.5,"P","2",123.050559997559,82.06253,0.774,"1",0,0,4000
"1",12,"P","3",420.588531494141,53.33288,2.451,"1",207853.138116483,0,2433.33333333333
"1",28,"P","2",182.556167602539,50.058831,1.935,"2",213287.75693454,140715.390999879,67963.6747587472
"1",11.1,"P","2",136.514465332031,50.058831,1.935,"2",306466.056693916,38635.5304692561,0
"1",25.18,"P","2",203.607208251953,92.8125,1.247,"1",579730.170230228,4000,0
"1",9,"P","2",117.926292419434,92.8125,0.5246,"1",997010.95965297,11708.2803444316,0
"1",14.6,"P","2",50.7955474853516,92.8125,1.376,"1",0,135135.857525786,33.3333333333333
"1",4.2,"P","3",195.319412231445,64.78444,1.5652,"1",276544.878705301,3133.33333333333,0
"2",0.9,"K","1",196.228179931641,15.8843,2.666,"2",372666.613179982,266.666666666667,16203.7166761157
"2",5.5,"P","2",193.923828125,92.8125,2.064,"1",714488.337859423,13600,0
"2",29.15,"P","2",97.67578125,92.8125,0.9288,"1",52099.0388228845,68000,34661.9669493327
"1",38.5,"P","3",234.146774291992,58.675025,5.203,"2",556042.978999125,0,145239.871249416
"1",28,"P","2",91.176513671875,86.95315,1.376,"1",0,5203.00013990588,0
"1",4.9,"P","2",179.692581176758,19.69961,3.354,"3",179570.742779904,17433.3333333333,23099.6679989311
"1",26,"P","2",170.757217407227,92.8125,1.72,"1",759266.765361,6133.33333333333,5200
"1",0,"K/Ka","2",89.4212341308594,60.025065,1.677,"2",14836.8175905664,0,0
"1",12,"K","2",84.8668060302734,39.93601,1.419,"1",124159.118296284,27733.3333333333,29571.4823663468
"1",26,"K","2",72.0541915893555,63.56878,0.946,"2",269503.47820272,8500,2600
"2",2.5,"P","3",166.585220336914,22.626716,9.5632,"1",236202.205596387,0,6233.33333333333
"1",0.75,"P","2",98.6878509521484,92.8125,2.408,"1",506650.030589383,8809.43908937043,0
"1",4.5,"P","2",135.64533996582,80.59533,1.376,"1",26100,33.3333333333333,29510.8738984432
"2",7.1,"P","3",216.926971435547,18.73488,1.763,"1",376135.625357054,0,4933.33333333333
"2",19.5,"K","2",43.6172752380371,66.5625,2.15,"2",326430.957388817,0,2200
"1",8,"P","2",80.7301864624023,86.95315,0.946,"1",494365.010271361,9871.96343528097,30514.3811108729
"1",6.29,"P","2",89.7997360229492,84.475329,0.3182,"1",39233.3333333333,0,0
"1",26.4,"P","2",74.5381546020508,80.59533,1.376,"1",10025.9204426179,35664.8549706675,2171.56566524257
"1",10,"P","2",204.561813354492,92.8125,0.8686,"1",1537788.84436288,7306.76977920036,0
"1",7.55,"P","2",56.8693199157715,71.831295,2.279,"2",586924.99724991,144218.129621303,4330.62511705793
"1",1.7,"P","3",153.19010925293,66.35631,1.548,"1",23263.9742076397,0,2666.66666666667
"1",7,"P","2",127.801712036133,92.8125,0.8686,"1",66588.7304994898,13909.1181266518,0
"1",9,"P","2",183.932769775391,55.36254,1.634,"2",195521.556728508,5966.66666666667,14066.6666666667
"1",2,"P","2",70.1342849731445,92.8125,0.774,"1",253951.126125193,5320.20087367467,72701.1878976385
"1",4,"P","3",246.295669555664,55.58129,1.806,"1",498667.478823257,0,43572.2056381814
"1",38.05,"P","2",60.6278114318848,70.33129,0.946,"1",96879.7786271238,2833.33333333333,2600
"1",13,"P","2",135.784072875977,92.8125,2.064,"1",285296.417465818,70801.2875070174,43504.5579923782
"2",32.5,"P","2",159.244491577148,69.4188,1.29,"1",293691.863845656,37972.8371773769,0
"1",14,"P","2",152.627548217773,16.80542,1.634,"3",135799.630618068,0,0
"1",5.5,"P","2",141.836044311523,31.26994,1.935,"1",125547.458761314,0,3501.40135476637
"1",25,"P","3",201.839294433594,60.47505,1.548,"2",343616.776489283,0,20433.3333333333
"1",37,"P","2",156.425445556641,74.237853,1.548,"1",1250922.74300957,10666.6666666667,0
"1",6,"P","2",180.693176269531,82.06253,0.774,"1",35665.0848761201,0,3033.33333333333
"1",6,"P","2",80.0342178344727,43.574127,1.72,"2",500221.364500962,63896.8326364144,45258.8942192961
"1",1.9,"P","2",182.118850708008,42.08135,1.548,"3",109239.663430643,0,0
"1",33,"P","2",97.3563079833984,55.04067,1.634,"2",137542.594933207,165727.837740885,164125.051126991
"2",11,"P","2",80.3741760253906,84.95315,0.946,"1",241063.286863398,6637.8148464486,173749.247848627
"1",9,"P","2",128.894866943359,92.8125,0.8686,"1",1379385.88056724,11266.6666666667,0
"1",3,"K/Ka","2",82.6702499389648,22.5938,2.3822,"1",105572.997723587,935.827056597918,6764.71663618383
"1",0.25,"P","2",71.5343017578125,92.8125,2.408,"1",236413.239152899,205945.954892476,12291.1676529795
"1",5,"K/Ka","2",80.9832458496094,22.5938,2.3822,"1",165779.710375165,0,12404.7467110834
"2",15,"P","3",172.113143920898,60.47505,1.548,"2",704438.240168168,0,6430.91705689828
"1",11,"P","3",467.846893310547,53.33288,2.451,"1",45896.9636281331,0,0
"1",15,"K/P","2",96.7931747436523,20.369375,1.333,"1",198923.00076778,2966.66666666667,51249.9489157771
"1",2.7,"P","3",141.885070800781,64.78444,1.5652,"1",741026.580571421,8066.66666666667,22166.6666666667
"1",10.9,"P","2",132.968032836914,15.8843,2.15,"2",260391.258225342,53513.4392093187,4302.9466787974
"1",5.3,"P","2",66.2760467529297,92.8125,0.9288,"1",136608.570900637,0,2700
"1",17.9,"P","3",175.348449707031,60.47505,1.548,"2",887198.717047957,33.3333333333333,23212.9595433207
"1",10,"K/Ka","1",49.0972480773926,9.5715312,6.45,"1",125651.108004853,14300,38953.5835505618
"1",13,"P","2",201.441436767578,92.8125,4.1796,"1",1281019.45402871,2840.67971631108,20966.6666666667
"1",9.2,"P","2",163.915573120117,86.601589,0.9718,"1",91325.4516713942,3966.66666666667,18290.266936024
"1",42.6,"K/P","2",111.969673156738,65.2125,1.677,"2",212183.218888186,0,0
"1",22,"P","2",188.907592773438,36.60635,1.548,"2",269714.343586808,0,7633.65013885001
"1",0,"K/Ka","2",177.386169433594,29.69186,5.719,"1",28455.3438377101,2500,109621.341040234
"1",17.1,"P","3",237.964736938477,12.99288,1.548,"2",2642.95736008013,0,744.467912257339
"1",24.4,"P","2",125.194618225098,86.95315,1.376,"1",63872.9967025556,18333.3333333333,34763.6217026661
"1",3.2,"P","2",103.807022094727,22.5001,2.322,"3",225629.098073401,166.666666666667,43774.0551384244
"1",6.3,"P","2",60.7616195678711,71.831295,2.279,"2",381594.177781942,41234.3816905127,218880.240528679
"1",8.55,"P","2",63.0350112915039,92.8125,2.408,"1",362811.680371095,166.666666666667,4666.66666666667
"1",4.5,"P","2",24.3370532989502,92.8125,1.376,"1",312408.470402407,21105.9730308809,3700
"1",10,"P","2",71.9282684326172,92.8125,1.376,"1",2198.33932013911,0,0
"1",15.5,"P","3",207.971954345703,60.47505,1.548,"2",279340.888740787,0,18342.8784923395
"1",3.8,"K","1",136.463562011719,30.332043,1.634,"2",176303.986552589,12933.3333333333,26033.3333333333
"1",4,"P","3",158.538787841797,33.5938,1.548,"2",243127.460520527,233.333333333333,100
"1",3.05,"P","2",109.855041503906,34.676632,3.4228,"1",2033.33333333333,0,0
"1",25.5,"P","2",104.840347290039,86.64376,1.032,"1",14237.1541945264,5166.66666666667,500
"1",31.5,"P","2",64.1664886474609,69.67502,1.548,"1",0,60420.969638259,23890.6289226577
"1",24,"P","2",44.9498519897461,85.78128,1.032,"1",440610.608339791,25891.6785606571,38405.078598174
"1",45,"P","2",133.868011474609,89.7375,0.946,"1",157914.478516556,980.031853060549,65194.1458814001
"1",1.2,"P","3",200.203186035156,31.26994,1.935,"1",401253.639755368,2366.66666666667,13197.0862533577
"1",10.04,"P","2",210.048645019531,92.8125,2.064,"1",875868.147865062,3800,0
"1",7.5,"K","1",211.096755981445,49.36258,1.72,"1",4300,0,0
"1",1.3,"P","2",176.719421386719,92.8125,0.5246,"1",442736.567914961,12733.3333333333,0
"1",15,"K","1",63.0173568725586,13.1011,4.902,"2",0,866.666666666667,36834.7840965939
"1",8.43,"P","2",60.5907363891602,92.8125,1.376,"1",452241.29506071,14128.7774233012,0
"1",13,"K","1",94.1111145019531,14.4927,1.72,"2",290512.184307647,25806.4606960863,8656.8620134145
"1",15,"P","2",87.3425903320312,70.77502,1.548,"1",180962.536714106,5484.71789888572,1192.05432192733
"1",18,"P","2",249.172256469727,43.992275,2.709,"1",202219.139939422,2021.36508921782,0
"1",4.29,"P","2",18.9913272857666,92.8125,2.408,"1",25793.5628176356,0,33.3333333333333
"1",4.99,"P","2",83.7134246826172,92.8125,2.408,"1",45975.424951701,7566.66666666667,10486.4577187846
"1",26.2,"P","2",75.0217895507812,92.8125,2.15,"1",34457.7839985956,427.441085378329,0
"1",4,"P","2",150.963409423828,92.8125,0.5246,"1",730412.545643183,497.388787195086,0
"1",4.2,"P","2",87.9824676513672,32.983565,3.01,"1",33226.319250334,8828.24775446012,20066.6666666667
"1",10.5,"P","2",115.82039642334,92.8125,0.8686,"1",551103.915946753,33.3333333333333,0
"1",6,"P","2",76.2521438598633,92.8125,0.9288,"1",0,5533.33333333333,0
"1",21,"P","2",166.132247924805,71.231593,1.548,"1",962136.385377784,16117.3947104661,0
"1",20,"P","2",87.7469711303711,49.72506,1.548,"2",424157.775205358,2214.56137746572,0
"1",30,"K/Ka","2",103.567962646484,20.61836,1.548,"3",130170.421616678,2800,5200
"1",74,"P","2",350.048614501953,36.984475,2.58,"2",35703.8125042881,2000,0
"2",4,"P","2",136.711715698242,88.12502,3.182,"1",934395.660417809,5454.31865056356,69105.1850374936
"2",36,"P","3",184.761611938477,19.74599,2.666,"2",1059711.7250283,4466.66666666667,6255.10244177033
"1",8.8,"P","3",166.346603393555,19.74599,2.666,"2",42962.1227854242,200.516957882792,2166.66666666667
"1",13,"P","2",69.888069152832,71.55,1.548,"2",63320.3574057048,213115.603225296,18833.3333333333
"2",6.7,"P","2",161.997375488281,55.36254,1.634,"2",174369.377874886,1910.13145024578,58900
"1",9,"P","2",86.7328262329102,77.0938,0.774,"1",11900,33001.0716234644,29133.3333333333
"2",4.7,"P","2",45.426212310791,92.8125,2.408,"1",77313.1467193176,57317.9199594311,0
"1",4,"P","3",181.503707885742,54.37193,1.548,"2",98354.9300977519,1784.10298402111,5243.34646253071
"1",31,"P","3",275.173492431641,55.58129,1.806,"1",80856.8872464394,2133.33333333333,0
"1",7,"P","1",86.4497451782227,73.93441,0.774,"1",106818.840028934,10800,85419.4204601493
"1",57,"P","3",246.203994750977,33.5938,1.548,"2",493692.698539806,66.6666666666667,3566.66666666667
"1",1.7,"P","3",129.541549682617,51.9032,1.29,"1",267810.371632623,17833.3333333333,19717.8254786258
"1",22.3,"P","2",156.061050415039,86.52502,0.774,"1",0,0,0
"2",10.6,"K","1",60.2391548156738,15.54156,1.72,"2",201912.778946526,66.6666666666667,21429.0437901936
"1",6.7,"P","2",41.9154396057129,72.978175,1.376,"1",179429.764367473,0,0
"2",6,"P","2",147.729797363281,59.62508,1.29,"1",24445.7377444545,2000,7600
"1",14,"P","2",95.2299652099609,65.5313,2.58,"1",280371.257864434,195091.236855703,1228.65528861682
"1",8.2,"P","2",17.4316310882568,86.95315,0.946,"1",425775.405636349,62879.047801299,33.3333333333333
"2",10.1,"P","2",70.2424240112305,12.9465,5.16,"1",20540.1330124441,0,0
"1",1.8,"P","3",179.389846801758,28.28132,3.053,"1",247254.707968307,0,4166.66666666667
"1",17.42,"P","2",169.874984741211,92.8125,1.0836,"1",66602.1091625684,10566.6666666667,0
"1",9.5,"P","2",63.7664642333984,92.8125,1.161,"1",131280.488007264,3533.33333333333,0
"1",2,"P","2",186.719192504883,42.88756,4.816,"2",444535.720279666,0,0
"1",9.5,"P","2",91.0638732910156,86.95315,1.376,"1",0,5502.81419637322,0
"1",4.2,"P","2",199.713516235352,13.1011,4.902,"2",355063.054961149,3300,9033.33333333333
"1",21,"P","2",111.032661437988,92.8125,0.9288,"1",639312.946243054,82464.2159604792,0
"1",15.3,"K/Ka","2",166.238784790039,54.54694,1.548,"2",57879.720031837,33.3333333333333,3815.38430717483
"1",6,"P","2",157.336303710938,92.8125,0.5246,"1",368084.952599832,7750.4952882727,177.321282525857
"1",26.5,"P","3",207.235290527344,19.74599,2.666,"2",458083.822138534,0,13000
"1",43.5,"P","2",193.212768554688,45.845405,1.548,"2",421147.64216183,5437.16433967153,37336.9182332264
"1",2.5,"P","2",71.4729766845703,12.9465,1.548,"1",180035.597247604,0,0
"2",3.1,"P","2",214.381225585938,92.8125,2.064,"1",1008923.24549862,0,0
"1",18,"P","2",192.093627929688,92.8125,0.5246,"1",824328.526023157,3116.31756325563,0
"1",13.96,"P","2",27.0043678283691,68.826585,1.161,"1",162322.58550028,46629.1406283776,23433.3333333333
"1",9,"P","2",201.704727172852,16.80542,1.634,"3",25364.3180254342,404.557082056999,5015.95753114671
"1",10,"P","3",347.842346191406,53.33288,2.451,"1",195035.982893407,0,0
"1",7,"P","2",127.98583984375,92.8125,0.258,"1",220328.573790119,46144.3468933469,46771.1537596896
"2",2.1,"P","3",191.205795288086,15.1885,3.612,"2",502878.027471743,98.2610046863556,0
"1",18,"P","2",102.181732177734,77.0938,0.774,"1",92419.4102518239,13400,0
"1",9.2,"P","2",135.103378295898,50.058831,1.935,"2",216263.024587356,26445.770525684,1100
"1",4,"P","3",155.766036987305,21.240625,2.709,"2",114970.866907821,7563.0494130527,11583.3840587875
"1",3,"P","2",207.853378295898,92.8125,2.064,"1",1275423.02294011,33.3333333333333,0
"1",4.2,"P","2",111.141014099121,92.8125,1.0664,"1",0,11966.6666666667,12500
"1",6,"P","2",34.4513168334961,70.978175,1.075,"1",59269.5454531554,10231.5332104762,0
"1",9,"P","2",49.1471824645996,92.8125,0.774,"1",226440.625211516,13442.5770618642,86717.8615129184
"1",0.3,"P","3",148.553192138672,19.74599,2.666,"2",494796.907599138,33.3333333333333,8966.66666666667
"1",78,"P","3",147.743270874023,59.68754,0.774,"1",257102.574960649,0,0
"2",4.2,"P","1",173.512893676758,46.225085,1.161,"2",1295191.13861742,1700,36533.3333333333
"2",6,"P","2",150.503341674805,92.8125,0.8686,"1",723225.309073592,22066.6666666667,0
"1",20,"P","2",218.084548950195,92.8125,0.8686,"1",1506079.12428762,19466.6164497534,12339.2178493241
"1",8.1,"P","3",189.402618408203,23.25005,2.3822,"1",44755.1482764732,266.666666666667,233.333333333333
"1",17,"K/Ka","2",93.5515213012695,20.61836,1.548,"3",64727.0915170084,0,1331.82376210267
"1",11,"P","2",171.713928222656,32.5001,1.548,"3",28999.2362800986,633.333333333333,6100
"1",37,"P","2",157.332046508789,65.5313,2.58,"1",376307.129741557,213144.030355514,78471.2858687237
"1",33.1,"P","2",67.1523056030273,92.8125,0.9288,"1",136104.753097952,9297.07744934907,69200.6501048493
"1",8,"P","2",90.1897964477539,92.8125,1.376,"1",104280.364722966,131.343712409337,2833.33333333333
"1",18,"P","2",170.750381469727,92.8125,1.0836,"1",854789.673636467,0,0
"1",24,"P","2",154.202011108398,92.8125,2.322,"1",1017895.08171755,0,33.3333333333333
"1",2,"P","3",168.822204589844,58.48131,1.29,"2",10945.8712231601,0,3195.07540182288
"1",5.28,"P","2",44.8463096618652,80.59533,1.376,"1",465159.0846272,10666.6666666667,0
"1",4,"K/Ka","2",152.019241333008,31.26994,1.935,"1",155477.958318573,0,39815.5401324232
"2",8,"P","2",52.243221282959,86.95315,0.946,"1",569644.029990881,16166.8638453508,33.3333333333333
"2",52,"P","2",118.303733825684,70.77502,1.548,"1",433064.691599577,40362.0431238213,171116.292659263
"1",30,"P","2",96.7857360839844,42.4161,1.548,"1",995209.602544534,0,0
"1",7,"K","2",117.269798278809,26.732895,1.72,"1",286971.1041611,9036.03216509024,68226.7868289355
"2",6,"P","2",75.4688491821289,92.8125,0.774,"1",1040924.36074487,35647.8840808169,0
"2",20.5,"P","2",142.129272460938,66.5625,1.032,"2",328709.996815317,0,3300
"1",12,"K/Ka","1",50.7959289550781,13.03926,2.15,"2",638730.997727953,8400,77776.3083732997
"2",10.81,"P","2",194.053115844727,89.7375,0.946,"1",1130601.07668333,12333.3333333333,1721.78946634134
"1",13.8,"P","2",54.5286827087402,62.0625,1.548,"2",100907.131254712,75249.2452044508,0
"1",7.2,"P","2",129.260696411133,92.8125,1.376,"1",56127.5776172988,10846.2955687273,0
